translation,transliteration,charater_count
"Urgent, give them their tablet. We have not seized anything other than 1 mina of silver.",a-pu-tum tup-pá-áš-nu di-in e-lá-an 1 ma-na KÙ.BABBAR mì-ma ú-lá ni-iṣ-ba-at,76
<gap>at Hannanrum <gap>,<gap>iš-tí Ha-na-na-ri-im <gap><gap> <gap><gap> <gap>1/2 ma-na <gap>-<gap>-be,77
"When I went to Hahhum: 5 shekels for small goods,",i-nu-mì a-na Ha-hi-im a-li-ku 5 GÍN KÙ.BABBAR a-na sà-he-er-tim,63
All this was taken by Lā-qēpum from our father's house silver.,mì-ma a-nim i-na KÙ.BABBAR ša É a-bi-ni Lá-qé-ep il5-ta-qé,58
From Itūr-ili to Ennam-Aššur: Send word to Wahšušana that they should take control of the proceeds from my 30 textiles and send it to you.,um-ma I-tur4-DINGIR-ma a-na En-um-A-šur qí-bi4-ma a-na Ú-ùh-šu-ša-na tí-ir-ta-kà li-li-ik-ma ší-im 30 TÚG i-a-ú-tim li-iš-lu-ṭù-ma,130
"If a tablet and if on Elālī's tablet<gap>is written, then write to me!",šu-ma ṭup-pu-um ša iš-tù i-li-ku ù šu-ma i-ṭup-pì-im ša E-lá-lí a-na dí <gap>ba lá-pì-it šu-up-ra-am,100
"Say to Haluba: ""Catch Idī-Su'en, and let him give you his tin.""",dí-in a-na Ha-lu-ba qí-bi-ma I-di-Su-en6 ṣa-ba-at-ma AN.NA-kà li-dí-na-kum,74
"We will find the copper for you and then, when you swear you can take it'.",URUDU né-ma-ra-ku-um-ma ù ta-ta-ma ta-lá-qé,43
"As for the 1 talent that Duduna owes, I seized him and he said: 'I have no copper, let it become interest bearing'.",1 GÚ ša Du-du-na ha-bu-lu aṣ-ba-sú-ma um-ma šu-ut-ma URUDU lá i-šu a-ṣí-ib-tim li-is-hu-ra-am,
"For the 1 talent of refined copper he will pay 1 1/2 talent of refined copper, in late spring.",a-na 1 GÚ URUDU SIG5 1 GÚ 30 ma-na URUDU SIG5 a-na da-áš-e i-ša-qal,
Thereof 2 1/2 minas <gap>Give it to Ali-ahum's son and <gap>,<gap>be-tí-a ŠÀ.BA 2 1/2 ma-na <gap>zu a-na DUMU A-lá-hi-im dí-na-ma,68
The silver was part of the votive offerings. Dan-Aššur has been paid the transport tariff.,KÙ.BABBAR ša ik-ri-bi ša-du-a-sú Dan-A-šur ša-bu,48
"The seal of Ṭāb-ṣilla-Aššur, son of Ānah-ilī,",KIŠIB DÙG-ṣí-lá-A-šùr DUMU A-na-ah-i-lí,39
"Save my soul, let the city not seize me.",na-pá-áš-tí eṭ-ri a-lúm{ki} lá ú-ša-ak-ša-da-ni,47
"The seal of Ahān-arši, the seal of Anah-ilī, the seal of Ikūnum, the seal of Amur-Aššur son of Zua.",KIŠIB A-ha-na-ar-ší KIŠIB A-na-ah-DINGIR KIŠIB I-ku-nim KIŠIB A-mur-A-šur DUMU Zu-ú-a,85
When Iddin-abum goes to the City he will book 2 minas of gold in his joint-stock capital together with his investors in the name of Ikūn-pī-Aššur.,i-nu-mì I-dí-a-bu-um a-na A-lim{ki} i-lu-ku 2 ma-na KÙ.GI i-na na-ru-qí-šu KI um-me-a-ni-šu šu-mì I-ku-pí-A-šùr i-la-pá-at,122
4 minas 3 shekels <gap>lapis lazuli <gap>of Ennānum and <gap>the transport tariff for the silver <gap>,4 ma-na 3 GÍN <gap>hu-sà-ri-im ša KÙ.BABBAR <gap>ša En-na-num ú ku <gap>ša-du-at KÙ.BABBAR <gap>,96
"Tell Šu-Ištar! Aššur-idī and Ennam-Aššur say: As per your instruction, we delivered 10 mina of silver and 1 mina of pašallum gold, sealed with the seal of Šarrum-Suen, and 6 2/3 mina of silver, sealed with the seal of Ilī-imittī, to Kururu and Ilī-pilah, and they are carrying them to you.",a-na Šu-Ištar qí-bi-ma um-ma A-šur-i-dí ù En-um-A-šur-ma 10 ma-na KÙ.BABBAR ù 1 ma-na KÙ.GI pá-ša-lam5 ku-nu-ki ša LUGAL-Sú-en6 6 2/3 ma-na KÙ.BABBAR ku-nu-ki ša Ili-mì-tí a-ma-lá té-er-tí-kà a-na Ku-ru-ru ù DINGIR-pí-lá-ah ni-ip-qí-id-ma na-áš-u-ni-ku-um,255
The wabartum office officials took 12 1/2 mina of tin from us in the presence of Mannum-balum-Aššur and Ah-šalim.,12 1/2 ma-na AN.NA É ú-bar-tim IGI Ma-nu-um-ba-lúm-A-šur ú Ah-ša-lim il5-qé-ú-ni a-dí ma-lá,91
"If you have no servants to <gap>them, then provide the <gap>and the textiles with a mark and then I will send an escort from here to you to bring them in.",šu-ma ṣú-ha-re a-na lá-hu-bi-im lá tí-šu li-tám ù ku-ta-ni ut-ha-ra-am šu-ku-ma a-na-num ra-dí-a-am a-ša-pá-ra-ma ú-šé-ra-ba-am,127
The seal of Kaluwa.,i-šu KIŠIB Kà-lu-wa 2 na-ru-uq še-a-am,38
"Atahšu, Mukuwa, Peruwa, and Tamanum owe Šarabunuwa 33 shekels of silver, 13 sacks of barley, and 1/2 sack of wheat.",1/2 ma-na 3 GÍN KÙ.BABBAR ù 13 na-ru-uq ŠE-am 1/2 GÍG i-ṣé-er A-tá-ah-šu Mu-ku-wa Pè-ru-a Pè-ru-wa Ta-ma-nu-um Šar-bu-nu-wa i-šu KÙ.BABBAR,138
Let them keep the kutānum cloth secure either in the Kārum chamber or in Enna-Su'en. Let my kutānum cloth not be damaged.,a-ma-kam ku-ta-nam ù-ul i-na É kà-ri-im ù-ul i-li-bi En-na-Sú-en6 li-bu-ra ku-ta-ni lá i-ha-liq-ma,98
"The seal of Aššur-malik, son of Amur-lussu;",KIŠIB A-šùr-ma-lik DUMU A-mu-ur-lu-sú,37
"While you are lingering in this country, let even one shekel of silver come here and let your name be on it <gap>",a-dí i-na ma-tim a-ni-tim sà-ah-ra-tí-ni KÙ.BABBAR 1 GÍN li-li-kam-ma lu šu-um-kà <gap>-a,89
"You are my brother, do not cause me trouble and do not write to me about the matter!",a-hi a-ta lá tù-ni-hi ù a-na a-wa-tim lá ta-ša-pì-ri,52
"When you hear the City's tablet, pay your share of the expense according to the City's final decision, so that we may satisfy the merchant.",ṭup-pá-am ša A-lim{ki} ta-áš-me-ú a-na ma-lá dí-in A-lim{ki} gam-ri-im qá-at-kà šu-qú-ul-ma DAM.GÀR-ra-am lu nu-ṭá-ib ,
Do not cause me any difficulty!,lá tù-ni-hi ,
"This is a testimony, not a complaint.",lá ri-ig-ma-tum ší-bu-tum,
"Pilah-Ištar answered Šuzuzu, Pilah-Ištar said to Šuzuzu: I have confirmed the City's tablet that you have informed me of.",Pí-lá-ah-Ištar Šu-zu-zu e-pu-ul um-ma Pí-lá-ah-Ištar a-na Šu-zu-zu-ma ṭup-pá-am ša A-lim{ki} tù-ša-áš-me-a-ni uš-kà-in,
They said: The seal is not our father's.,wa-dí-a um-ma šu-nu-ma ku-nu-ku lá ša a-bi4-ni,46
"If they clear the debt by giving something other than what they received, they will not be considered to have cleared their debt.",šu-ma hu-bu-lam i-ma-sí-ú ù šu-nu hu-bu-lá-áš-nu lá i-ma-sí-ú,61
For God's sake; did you not act insolently and drive me away?,ù Li-ip-tí-Ištar i-dí-a DÌNGIR lá tu-uk-ta-dí-ri ù lá ta-ṭá-ri-dí ta-ṭá-ri-dí-ma,80
"If you really have in your possession a debt-note with the seal of my father I will inspect it and - how could I protest? - I will pay, for it is my father's debt.",šu-ma-BA ṭup-pá-am ša hu-bu-ul a-bi-a tù-kà-al ku-nu-uk a-bi-a a-ma-ar-ma mì-nam a-qá-bi4 a-ša-qal hu-bu-ul a-bi4-a,115
"In the presence of Elālī, son of Aššur-ennam, of the house of Galdaya, of Amua, son of Hamhamtum, of Adadaya, son of Abiya, son of Bebē.",IGI E-lá-lí DUMU A-šur-en-nam ša É Gal-da-a IGI A-mu-ú-a DUMU Ha-am-ha-am-tim IGI A-da-da-a DUMU A-bi4-a DUMU Be-be-e,
Ašdu weighed he silver with his one-mina weight for Enah-ilī so let him give you a tablet with my seal.,KÙ.BABBAR i-na ma-na-i-šu Áš-du a-na E-na-ah-DINGIR i-ta-ší-a-ma ṭup-pá-am ša ku-nu-ki-a li-dí-na-ku-nu-tí,106
They recorded my tablet concerning the 20 mina of silver that is on Dumqamika.,<gap>-ša 20 ma-na KÙ.BABBAR a-šé-er Du-um-qá-mì-kà KÙ.BABBAR tup-pí il5-pu-tù ù da-tum,86
The debtor shall pay 1/3 mina of silver annually.,i-šu 1/3 ma-na KÙ.BABBAR ša-na-sú-ma ú-ša-qal,45
"You are my brother, so pay attention there and make a request for me from the kārum and let them deduct the amount of silver they will receive from Šu-Ištar's silver and let Šu-Ištar keep my promissory note.",a-hi a-ta a-ma-kam ih-da-ma e-na-na-tim KI kà-ri-im er-ša-nim-ma ma-lá KÙ.BABBAR i-lá-qé-ú-ni i-na KÙ.BABBAR ša Šu-Ištar lu-ša-hi-ru-ma ṭup-pì Šu-Ištar lu-kà-i-il5,163
"Before Iddin-abum, son of Aššur-rabi, and before Šu-Anum, son of <gap>a.",<gap>IGI I-dí-a-bi-im DUMU A-šùr-GAL IGI Šu-A-nim DUMU <gap>-<gap>-a,68
"In the presence of Ah-šalim, in the presence of Aššur-imittī, son of Šū-Nūnu.",IGI Ah-ša-lim IGI A-šur-i-mì-tí DUMU Šu-Nu-nu sí-ki Ú-zu-a,58
"1/3 mina 5 shekels of 'dust silver' the capital of Kuliya, son of Ali-abum, Abiaya, son of Uzua, has in possession, he is held by the silver.",1/3 ma-na 5 GÍN KÙ.BABBAR SAHAR.BA be-ú-lá-at Ku-li-ya DUMU A-lá-bi4-im A-bi-a-a DUMU Ú-zu-a ú-kà-al iš-tí KÙ.BABBAR uk-ta-al,125
"To Dan-Aššur: With the silver for my donation, please bring me ten sequels of gold and five mines of washed copper. You may give any tribute.",a-na Dan-A-šur qí-bi4-ma iš-tí KÙ.BABBAR ša ik-ri-bi4-a 10 GÍN KÙ.GI ù 5 ma-na URUDU ma-sí-a-am lu-ub-lu-nim ša-du-a-tám mì-ma ta-da-na-am,138
"As soon as the silver arrives, I will allow my donation to enter; it will not be used for purchases.",KÙ.BABBAR i-lá-kam-ma ik-ri-bi4-a ú-šé-ra-ab a-na ší-a-ma-tim ú-lá i-tù-ar,
"Or, as to Erradi, seize his silver, whether 20 or 30 minas and make him swear in or der to bind him and then when I arrive I shall personally advise you.",li-ib-ší ú-lu E-ra-dí KÙ.BABBAR-áp-šu 20 ma-na lu 30 ma-na ṣa-áb-tí-ma BI-ZA-šu ta-mì-i-ma ù i-na a-lá-ki-a a-na-ku a-ma-li-ki,126
"2 packages of Šuku, each consisting of 10 minas, 1 package of Ali-ahum, each consisting of 16 minas, 1 package of the merchant, each consisting of 8 minas,",2 né-pí-ša-an 10 ma-na Ší-lí-Ištar 2 né-pi-ša-an 10 ma-na Šu-ku-ku 1 né-pí-šu-um 16 ma-na Al-la-hu-um 1 né-pi-šu-um 8 ma-na ša tám-kà-ri-im,139
Have my tablet document brought out and leave them where they are to be left.,dí-in ṭup-pì šé-ṣí-ma a-šar e-za-bi4-im e-zi-ib-šu-nu,53
"Aššur-imitti took your silver. My brother, be mindful and <gap>the table <gap>",A-šur-i-mì-tí KÙ.BABBAR-áp-kà il5-qé a-hi a-ta i-hi-id-ma ṭup-pá-am <gap>-ma zu e-ni <gap>ù té-er-ta-kà,103
"Upon these statements, the council of Abum gave its judgment on me, and",tap-pá-i a-na a-wa-tim a-ni-a-tim kà-ru-um A-bu-um i-dí-na-ni-ma,64
5 shekels: Itūr-ilī; 1/2 shekel of kuburšinnu-gold: Šu-Bēlum son of Aguwa; 1 1/2 shekel: Aššur-dan son of Zuwa;,5 GÍN I-tur4-DINGIR 1/2 GÍN KÙ.GI ku-bu-ur-ší-num Šu-Be-lúm DUMU A-gu-a 1 1/2 GÍN A-šur-dan DUMU Zu-ú-a,103
"To Puzur-Adad, Ladiya, Ennam-Aššur, Enna-Suen, Aššur-idi, Ikūn-piya and Lila from Ennam-Aššur and Ali-ahum: ",a-na Puzur4- {d}IM Lá-dí-a En-um-A-šur En-na-Sú-in A-šur-i-dí I-ku-pí-a ù Li-lá qí-bi-ma um-ma En-um-A-šùr ù A-lá-hu-um-ma,122
In the presence of Uṣur-ša-Aššur and of Ikūppiya. For this testimony the Burušhattum colony made us available and we gave our testimony before Aššur's dagger.,IGI Ú-ṣú-ur-ša-A-šur IGI I-ku-pí-a a-na ší-bu-tim a-ni-a-tim kà-ru-um Bu-ur-uš-ha-tum i-dí-in-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša A-šur ni-dí-in,142
"Šu-Bēlum reminded us: ""Keep this in mind, what was sworn by an oath by the City."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.",Šu-Bé-lúm uz-na-tí-ni il5-pu-ut ša ni-iš A-lim{ki} ta-mu-ú lu-ú kà-i-lá a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša A-šùr ší-bu-tí-ni,159
"Before Itūr-ilī, son of Amur-Ištar, before Aššur-imittī, brother of Ṭāb-ilī, and before Suen-ilšu, son of Miššu-rabi.",IGI I-tur4-DINGIR DUMU A-mur-Ištar IGI A-šur-i-mì-tí a-hu DÙG-i-lí IGI Sú-en6-il5-šu DUMU Mì-šu-GAL,99
Your textiles were stored and as they were not sold they were treated badly.,ṣú-ba-tù-kà ša-áp-ku i-na lá tá-da-ni-im la-mu-tám ep-šu-ú,58
"They brought 4 sacks of barley from the family of Kudubiš, and I accepted them here.",4 na-ru-uq še-am É Ku-du-bi-iš ub-lu-nim a-na-kam am-hu-ur-ma,61
"To Itūr-ili from Alulaya and the merchant: The bundle of 16 2/3 minas, sealed by Alulaya, that Šalim-wardī and Ewarimuša brought to you and for which the name of the merchant was made known, and which we sent you for safe-keeping – En-nam-Aššur was the merchant.",a-na I-tur4-DINGIR qí-bi-ma um-ma A-lu-la-a ù tám-kà-ru-um-ma 16 2/3 ma-na ri-ik-sà-am ku-nu-ki ša A-lu-lá-a ša Ša-lim-ar-dí ù E-wa-ri-mu-ša ub-lu-ni-ku-ni-ma šu-mì DAM.GÀR ú-du-ú-ma a-na na-áb-ší-im nu-šé-bi-lá-ku-ni DAM.GÀR En-um-A-šur,237
"39 mina expense tin, its silver equivalent is 3 mina at 13 shekels each. From 100 pieces of cloth <gap>",40 LÁ 1 ma-na AN.NA qá-tim 13 GÍN.TA KÙ.BI 3 ma-na 1 me-at TÚG ŠÀ.BA,68
"34 black donkeys and their harness, 2 textiles of the sa'utum, 2 minas of refined silver, 8 robes of malku'ātu-type, 2 burā'us of fine quality, 1 talent of scrap metal <gap>",AN.NA qá-tim 34 ANŠE.HI.A ṣa-lá-mu ú ú-nu-sú-nu 2 TÚG ša sà-e-tim 2 ma-na KÙ.BABBAR ṣa-ru-pá-am 8 ku-sí-a-tim ma-al-ku-a-tum 2 bu-ra-e SIG5 1 GÚ hu-ša-e <gap><gap>40+ <gap>tim <gap>,181
"Witnessed by Elamma son of Iddin-Suen, by Kula the brother of Šukkutum, by Kida.",DUMU Ú-zu IGI E-lá-ma DUMU I-dí-Sú-in IGI Ku-lá a-hu Šu-kà-tim IGI Ki-da,72
The seal of Meānum. My name in the house of Buzutaya <gap>,KIŠIB Me-a-ni É Bu-zu-ta-a šu-mí i-na <gap> ša,46
Kula owes 11 mina and 10 shekels to the caravan of Lā-qēpum.,11 ma-na 10 GIN AN.NA Ku-lá a-na ELLAT-at Lá-qé-pí-im ha-bu-ul,62
"Also our answer went to the City, to our father, the very day you brought the goods up here, and it is in the City.",ú me-he-er-ni a-na A-lim{ki} a-na ṣé-er a-bi-ni iš-tù u4-mì-im ša lu-qú-tám tù-šé-li-a-ni i-li-ik-šu-ma i-na A-lim{ki},118
I paid one mina and 16 shekels of copper for three jars at the bank of the river. I paid 32 shekels of copper for our lodgings and I also gave some leather straps.,1 ma-na 16 GÍN URUDU a-na 3 ki-ra-ti-im i-na ša-pá-at na-ri-im áš-qúl 1/2 ma-na 2 GÍN URUDU a-na ub-ri-ni áš qúl ú ma-ar-šé-e a-dí-in,133
"To Šu-Tammuzi, Elaya, Aššur-massu'i, Kudātum, Adida, Lamassi and Ennam-Aššur from Ennam-Aššur: When sadly my father died I wrote to you with Kudātum, saying: ""On the day that my father left Assur he declared his testament with you as witnesses, and he drew up iṣurtu-documents for us.",a-na Šu-Ta-mu-zi E-lá-a A-šùr-ma-sú-i Ku-da-tim A-dí-da Lá-ma-sí ù En-um-A-šùr qí-bi-ma um-ma En-um-A-šùr-ma i-nu-mì lá li-bi DINGIR-ma a-bi-i i-mu-tù iš-tí Ku-da-tim áš-pu-ra-ku-nu-tí um-ma a-na-ku-ma i-na u4-mì-im ša a-bi-i ú-ṣa-ni ší-im-tù-šu i-na ma-ah-ri-ku-nu i-ší-ma i-ṣú-ra-tim ú-ṣí-ir-ni-a-tí,301
"You put trust in his outward appearance, but he has neither house nor child and still you released the silver! Please, to an independent trader <gap>as for my miseryexpenses, ask Būr-Ištar about it.",a-na lá-ni-šu ta-tí-ki-il5 lá É-tám lá ša-ra-am i-šu ú KÙ.BABBAR tù-ší-ir a-pu-tum a-na me-ra um-mì-a-nim e.<gap> <gap> <gap>-be <gap>ma-na-ah-tí Bur-Ištar ša-i-il5,164
He will weigh it for 4 months from the month of Hubur.,i-šu iš-tù ITU.KAM Hu-bu-ur a-na 4 ITU.KAM-im i-ša-qal šu-ma,60
"Aššur-nādā and Dān-Aššur seized us as witnesses and settled accounts in our presence, we concluded their business and they swore the oath by the City to the effect that: either with respect to a certified tablet or a lawsuit or anything else one will not raise claim against the other.",A-šùr-na-da ù Dan-A-šur iṣ-bu-tù-ni-a-tí-ma ma-ah-ri-ni ni-kà-sí i-sí-ú-ma a-wa-tí-šu-nu ni-ig-mu-ur-ma ni-iš A-lim{ki} it-mu-ú-ma lu a-na ṭup-pì-im ha-ar-mì-im lu a-na a-wa-tim lu a-na mì-ma šu-um-šu a-hu-um a-na a-hi-im ú-lá i-tù-ar,234
"If Elamma fails to confirm Amur-Ištar's liability for Imdī-ilum, Elamma will pay the silver and the interest on it to Imdī-ilum. In the presence of Amur-Šamaš, of Lā-qēpum.",šu-ma E-la-ma a-na Im-dí-lim A-mur-Ištar la uk-ta-in KÙ.BABBAR ù ṣí-ba-tí-šu E-la-ma a-na Im-dí-lim i-ša-qal IGI A-mur- {d}UTU IGI La-qé-pí-im,142
From <gap>to <gap>: <gap>the merchant 48 textiles <gap>8 minas <gap>2 talents 10 minas of tin <gap>shekels less 22 1/2 grains <gap>8 minas <gap>owed by <gap>13 minas 10 shekels <gap>of your votive offerings <gap>18 1/2 minas of expense-tin; we gave 1/3 mina 4 2/3 shekels of silver for a driver and half a driver for the carriage.,um-ma <gap>ù <gap> <gap>DAM.GÀR <gap>48 TÚG ku-ta-ni <gap>8 ma-na <gap>2 GÚ 10 ma-na AN.NA <gap>GÍN LÁ 22 1/2 ŠE <gap>8 ma-na <gap>i-na li-bi <gap>13 ma-na 10 GÍN <gap>ša ik-ri-bi-kà <gap> <gap>18 1/2 ma-na AN.NA qá-tim 1/3 ma-na 4 2/3 GÍN KÙG a-na sá-ri-dim ù mì-šál sá-ri-dim a-na ta-ba-lim ni-dí-in,301
3 black donkeys cost 1 mina of silver; 2 textiles belonging to Aššur-bēl-awātim for his free loan.,3 ANŠE ṣa-lá-mu 1 ma-na KÙ.BABBAR it-bu-lu 2 TÚG ša A-šùr-be-el-a-wa-tim,
"Your brothers looked for trouble. We turned to them, but they replied said, ""We don't want to hear about it!"" They prevailed against us, so we let it go.",a-hu-kà a-šar lá-mu-tim iš-e-ú nu-sà-li-šu-nu-tí-ma um-ma šu-nu-ma ú-lá ni-ša-me il5-e-ú-ni-a-tí-ma nu-ta-šé-er,111
I will pay Aššur-rabi 8 1/3 mina 6 shekels of tin together with Aššur-bani's for 78 pieces of kutānum cloth.,78 ku-ta-ni qá-dum ša A-šùr-ba-ni 8 1/3 ma-na 6 GÍN,51
"Later, Kura and Šu-Bēlum went to the Kārum, and the Kārum then ruled that the masters should minas the seals of their brothers and packmasters and seal with witnesses.",i-na wa-ar-ki-tim Ku-ra ù Šu-Bé-lúm a-na kà-ri-im i-li-ku-ma kà-ru-um dí-nam i-dí-ma a-wi-lu-ú ku-nu-ki ša a-hi-šu-nu ù kà-ṣa-ri-šu-nu ú-du-ú-ma KI ší-bi i-kà-nu-ku,164
1 mina 9 1/2 shekels Silver is at the expense of Puzur-Aššur.,1 ma-na 9 1/2 GÍN KÙ.BABBAR i-li-bi4 Puzur4-A-šur,49
Take care to send me word.,i-hi-id-ma tí-ir-ta-kà li-li-kam,32
"He will release 20 talents of tin to me<gap>you delivered it to the scribe Atata in his house and <gap>unfortunately, since the suspension of trade occurred, my naruqqum-capital <gap>silver <gap>add tin on the days that do not belong to me and <gap>release the tin to me.",AN.NA-ki 20 GÚ ú-ša-ra-am i-na É da-aš1-ta-az-ma <gap>a-na A-tá-tá DUB.SAR <gap>ta-áp-qí-id ú ṣí-basá-ma-am a-šé-er lá li-bi4 DINGIR-ma sú-kur-tum i-pì-iš-ú-ma i-na ha-ra-nim MU.2.ŠÈ na-ru-qí ikkà-sá-am-ma KÙ ha-ardu-nu i-na lá u4-me-a AN.NA-ki ta-ṣa-áb ú tùha aza ta ni AN.NA-ki wa-ší-ra-am,291
<gap>10 talents <gap>Puruššaddum <gap>35 minas <gap>,ù a-<gap>10 GÚ <gap>Pu-ru-uš-ha-dim <gap>35 ma-na<gap>,54
They will sell the gold and buy the tin.,KÙ.GI a-na ší-mì-im i-du-nu-ma AN.NA i-ša-ú-mu-ma,49
The tin that Aššur-rabi brought here is 40 mina. You did not show me the tin in Kaniš.,qí-bi-ma 40 ma-na AN.NA ša A-šur-GAL ub-lá-ni AN.NA i-Kà-ni-iš lá tù-kà-li-im,77
"<gap>shekels of silver that you sent, <gap>",<gap>GÍN KÙ.BABBAR ša tù-šé-bi4-lá-ni <gap>na-kà-ma <gap>a ni <gap>Kà-ni-iš <gap>tí <gap>a <gap>šu ù ra-<gap>am ša Ir-ma-A-šur <gap> ša ša <gap>li-bi4 <gap><gap>-ku-un šu <gap>ta,178
19 shekels silver for their harness and fodder;,19 GÍN KÙ.BABBAR ú-nu-sú-nu ù ú-kúl-ta-šu-nu,44
"For Ikuppīya, the son of Shallāmum, his representative gave me instructions informed me.",a-na I-ku-pì-a DUMU ša Ṣa-lá-mì-im ra-bi4-ṣí-šu ú-ša-hi-za-ni,61
"To Elamma say, thus Lā-qēpum and Šu-Aššur: ""72 kutānu-textiles belonging to you, 26 kutānū belonging to the tamkārum, 1 kutānum of your ikribū, 1 kutānum of Atāya - in all 100 kutānū shipped under Aššur-mūtappil; 71 kutānū shipped under Uṣāriya's son; 31 kutānū shipped under Aššur-lamassī.",a-na E-lá-ma qí-bí-ma um-ma Lá-qé-pu-um ù Šu-A-šur-ma 72 ku-ta-nu ku-wa-ú-tum 26 ku-ta-nu ša DAM.GÀR 1 ku-ta-num ša ik-ri-bi4-kà 1 ku-ta-num ša A-ta-a-a ŠUNIGIN2 1 me-at ku-ta-nu ša šé-ep A-šur-mu-ta-pí-il5 71 ku-ta-nu ša šé-ep DUMU Ú-ṣa-ri-a 31 ku-ta-nu ša šé-ep A-šur-lá-ma-sí,278
Separately 3 kutānū shipped earlier; 1 kutānum of Hatiya - in all 226 kutānu-textiles.,3 ku-ta-nu a-ha-ma pá-ni-ú-tum 1 ku-ta-num ša Ha-ti-a ŠUNIGIN2 2 me-at 26 ku-ta-nu,
And they demanded 10 mina of copper from me. Their value is 130 copper coins.,ú 10 ma-na URUDU ik-bu-sú-ni ší-im-ší-na 1 me-at 30 URUDU,57
"Šu-Belum son of Zurzur will entrust 1 talent and 5 minas of tin with the seal of the City of Assur, 50 kutānum-textiles of average quality, 15 minas of hand-tin and 2 black donkeys to you, and you should lead it into Purušhaddum together with the goods of the man and you should sell it for cash upon delivery.",1 GÚ 5 ma-na AN.NA ku-nu-ki ša a-lim{ki} 50 TÚG ku-ta-nu qá-áb-li-ú-tum 15 ma-na AN.NA-ak qá-tim 2 ANŠE.HI.A ṣa-lá-mu Šu-Be-lúm DUMU Zu-ur-zu-ur li-ip-qí-da-ku-nu-tí-ma iš-tí lu-qú-a-tim ša a-wi-lim a-na Pu-ru-uš-ha-dim še-ri-ba-ma a-na i-ta-at-lim dí-na-ma,257
"I spoke with him several times and I said: ""Come here as per the master's instructions and take the cloths!""",dí-šu-um a-dí ma-lá ù ší-ni-šu aq-bi-šu-um um-ma a-na-ku-ma a-na ma-lá té-er-tí a-wi-lim šú-ba-tí al-kam le-qé la-qá-a-am,121
"The elders ruled as follows: Al-Abum, son of La-Tarak, shall pay half a mina of silver to Idi-Abum for the eponymous settlement, and then Al-Abum shall allow the messengers who accompanied him in Idi-Abum's eponymous settlement to remain with him.",ší-bu-tum dí-nam i-dí-nu-ma 1/2 ma-na KÙ.BABBAR A-lá-bu-um DUMU Lá-ta-ra-ak a-na li-mì-im ša I-dí-a-bi-im i-ša-qal-ma A-lá-bu-um a-li-ki iš-tí-šu ú-ša-áš-<gap>-<gap> ša i-li-mi-im ša I-dí-a-bi-im iš-tí-šu i-li-ku-ni,215
